name,stat text raw,min_avg,max_avg
Khatal's Weeping,+(20-30) to Intelligence,20,30
Khatal's Weeping,Can't use Mana Flasks,1,1
Kiara's Determination,"Immunity to Freeze, Chill, Curses and Stuns during Effect",1,1
Kiara's Determination,(80-60)% reduced Duration,-80,-60
Kikazaru,Regenerate 3 Life per second per Level,180,180
Kikazaru,(20-40)% increased Mana Regeneration Rate,20,40
Kikazaru,60% reduced Effect of Curses on you,-60,-60
Kikazaru,+(20-30)% to Lightning Resistance,20,30
Kikazaru,+(10-15) to all Attributes,10,15
Kiloava's Bluster,(100-150)% increased Evasion Rating,100,150
Kiloava's Bluster,(15-25)% chance to Avoid Elemental Ailments,15,25
Kiloava's Bluster,3% increased Movement Speed,3,3
Kiloava's Bluster,(30-40)% chance for Elemental Resistances to count as being 90% against Enemy Hits,30,40
Kiloava's Bluster,+(3-8)% Chance to Block,3,8
Kingmaker,(30-40)% increased Critical Strike Chance,30,40
Kingmaker,Nearby Allies have +10 Fortification,10,10
Kingmaker,(7-12)% increased Attack Speed,7,12
Kingmaker,Insufficient Mana doesn't prevent your Melee Attacks,1,1
Kingmaker,,-10,-10
Kingmaker,Nearby Allies have +50% to Critical Strike Multiplier,50,50
Kingmaker,(300-360)% increased Physical Damage,300,360
Kingmaker,Nearby Allies have Culling Strike,1,1
Kingmaker,Nearby Allies have 30% increased Item Rarity,30,30
Kingsguard,Gain 100 Life when you lose an Endurance Charge,100,100
Kingsguard,+(50-70) to maximum Mana,50,70
Kingsguard,30% increased Endurance Charge Duration,30,30
Kingsguard,+(60-90) to maximum Life,60,90
Kingsguard,(150-170)% increased Armour and Energy Shield,150,170
Kintsugi,+(30-50)% to Fire Resistance,30,50
Kintsugi,100% increased Evasion Rating if you have been Hit Recently,100,100
Kintsugi,35% less Damage taken if you have not been Hit Recently,-35,-35
Kintsugi,(160-220)% increased Evasion Rating,160,220
Kitava's Feast,Recover 5% of Life on Kill,5,5
Kitava's Feast,Enemies Killed by your Hits are destroyed,1,1
Kitava's Feast,Socketed Gems are supported by Level 30 Melee Splash,30,30
Kitava's Feast,1% of Physical Attack Damage Leeched as Life,100,100
Kitava's Feast,1% of Physical Attack Damage Leeched as Mana,100,100
Kitava's Feast,(200-240)% increased Physical Damage,200,240
Kitava's Teachings,Adds Disciple of Kitava,1,1
Kitava's Thirst,+(30-50) to maximum Mana,30,50
Kitava's Thirst,"50% chance to Trigger Socketed Spells when you Spend at least 100 Mana on an&lt;br&gt;Upfront Cost to Use or Trigger a Skill, with a 0.1 second Cooldown",75,75
Kitava's Thirst,15% reduced Cast Speed,-15,-15
Kitava's Thirst,(70-80)% increased Armour and Energy Shield,70,80
Kondo's Pride,50% chance to cause Bleeding on Critical Strike,1,1
Kondo's Pride,+25% to Global Critical Strike Multiplier,25,25
Kondo's Pride,Cannot Leech Life from Critical Strikes,1,1
Kondo's Pride,50% increased Melee Damage against Bleeding Enemies,50,50
Kondo's Pride,30% chance to Blind Enemies on Critical Strike,30,30
Kondo's Pride,(220-250)% increased Physical Damage,220,250
Kondo's Pride,0.6% of Physical Attack Damage Leeched as Life,60,60
Kongming's Stratagem,30% reduced Spell Damage taken from Blinded Enemies,-30,-30
Kongming's Stratagem,Trigger Level 20 Fog of War when your Trap is triggered,20,20
Kongming's Stratagem,(250-300)% increased Energy Shield,250,300
Kongming's Stratagem,(30-50)% increased Fire Damage with Hits and Ailments against Blinded Enemies,30,50
Kongming's Stratagem,No Chance to Block,1,1
Kongming's Stratagem,(5-10)% increased Spell Damage,5,10
Kongming's Stratagem,+(20-30) to Intelligence,20,30
Kongor's Undying Rage,+(15-20)% to all Elemental Resistances,15,20
Kongor's Undying Rage,Your Critical Strikes do not deal extra Damage,1,1
Kongor's Undying Rage,You gain Onslaught for 4 seconds on Critical Strike,4000,4000
Kongor's Undying Rage,Hits can't be Evaded,1,1
Kongor's Undying Rage,Adds (43-56) to (330-400) Physical Damage,187,228
Kongor's Undying Rage,(30-40)% increased Critical Strike Chance,30,40
Kongor's Undying Rage,25% chance to double Stun Duration,25,25
Kurgal's Gaze,+(10-20) to Intelligence,10,20
Kurgal's Gaze,"8% increased Effect of Arcane Surge on you per&lt;br&gt;Hypnotic Eye Jewel affecting you, up to a maximum of 40%",8,8
Lakishu's Blade,Adds (5-8) to (10-14) Physical Damage,8,11
Lakishu's Blade,(10-15)% increased Attack Speed,10,15
Lakishu's Blade,20% chance to Avoid being Stunned,20,20
Lakishu's Blade,(40-30)% reduced Stun and Block Recovery,-40,-30
Lakishu's Blade,(60-80)% increased Physical Damage,60,80
Lakishu's Blade,Socketed Gems are supported by Level 1 Multistrike,1,1
Lakishu's Blade,+190 to Accuracy Rating,190,190
Last Resort,Adds 2 to 10 Physical Damage,6,6
Last Resort,25% increased Attack Speed when on Low Life,25,25
Last Resort,(80-100)% increased Physical Damage,80,100
Last Resort,100% increased Claw Physical Damage when on Low Life,100,100
Last Resort,100% increased Accuracy Rating when on Low Life,100,100
Last Resort,Grants 3 Life per Enemy Hit,3,3
Lavianga's Spirit,(30-50)% increased Amount Recovered&lt;br&gt;100% increased Recovery rate,65,75
Lavianga's Spirit,Skills Cost no Mana during Effect,1,1
Lavianga's Wisdom,+70 to maximum Mana,70,70
Lavianga's Wisdom,10% reduced Enemy Stun Threshold,10,10
Lavianga's Wisdom,(10-20)% increased Area Damage,10,20
Lavianga's Wisdom,+70 to maximum Life,70,70
Lavianga's Wisdom,(15-25)% increased Area of Effect,15,25
Lavianga's Wisdom,(160-200)% increased Physical Damage,160,200
Lavianga's Wisdom,5% reduced Movement Speed,-5,-5
Law of the Wilds,(15-20)% increased Attack Speed,15,20
Law of the Wilds,+(15-25)% to Global Critical Strike Multiplier,15,25
Law of the Wilds,20% chance to Trigger Level 25 Summon Spectral Wolf on Critical Strike with this Weapon,20,20
Law of the Wilds,(22-28)% increased Critical Strike Chance,22,28
Law of the Wilds,1.6% of Physical Attack Damage Leeched as Life,160,160
Le Heup of All,+(10-30)% to all Elemental Resistances,10,30
Le Heup of All,(10-30)% increased Damage,10,30
Le Heup of All,(10-30)% increased Rarity of Items found,10,30
Le Heup of All,Adds 1 to 4 Physical Damage to Attacks,3,3
Le Heup of All,+(10-30) to all Attributes,10,30
Leash of Oblation,+(25-40) to maximum Life,25,40
Leash of Oblation,+(50-70) to maximum Life,50,70
Leash of Oblation,+(15-20) to all Attributes,15,20
Leash of Oblation,Offering Skills have 50% reduced Duration,-50,-50
Leash of Oblation,You can have an Offering of each type,1,1
Leer Cast,25% reduced Damage,-25,-25
Leer Cast,+(60-100) to maximum Life,60,100
Leer Cast,+(20-30) to Dexterity,20,30
Leer Cast,+(60-100) to maximum Mana,60,100
Leer Cast,You and nearby allies gain 50% increased Damage,50,50
Legacy of Fury,(200-300)% increased Armour and Evasion,200,300
Legacy of Fury,"(30-40)% chance when you Kill a Scorched Enemy to Burn Each surrounding&lt;br&gt;Enemy for 4 seconds, dealing 8% of the Killed Enemy's Life as Fire Damage per second",30,40
Legacy of Fury,Nearby Enemies are Scorched,1,1
Legacy of Fury,(30-50)% increased Effect of Scorch,30,50
Legacy of Fury,30% increased Movement Speed,30,30
Legacy of the Rose,Gain 1 Remembrance when you spend a total of 200 Energy&lt;br&gt;Shield with no Shaper Memory Summoned,200,200
Legacy of the Rose,+25% Chance to Block Attack Damage while wielding a Staff,25,25
Legacy of the Rose,Maximum 10 Remembrance,10,10
Legacy of the Rose,"Grants Level 20 Summon Shaper Memory&lt;br&gt;Grants Level 20 Shaper's Despair, which will be used by Shaper Memory",1,3
Legacy of the Rose,(200-300)% increased Physical Damage,200,300
Legacy of the Rose,(25-40)% increased Cast Speed,25,40
Legacy of the Rose,Eldritch Battery,1,1
Legacy of the Rose,+(3-5) to Level of all Spell Skill Gems,3,5
Leper's Alms,40% increased Duration of Ailments on Enemies,40,40
Leper's Alms,(500-600)% increased Evasion and Energy Shield,500,600
Leper's Alms,+(60-80) to maximum Life,60,80
Leper's Alms,Shared Suffering,1,1
Leper's Alms,+5% chance to Suppress Spell Damage,5,5
Leper's Alms,+(3-4)% Chance to Block,3,4
Lethal Pride,Commanded leadership over (10000-18000) warriors under Akoya&lt;br&gt;Passives in radius are Conquered by the Karui&lt;br&gt;Historic,1918,3251
Lifesprig,+1 to Level of Socketed Spell Gems,1,1
Lifesprig,+(15-20) to maximum Mana,15,20
Lifesprig,+(15-20) to maximum Life,15,20
Lifesprig,(5-8)% increased Cast Speed,5,8
Lifesprig,(8-12)% increased Spell Damage,8,12
Lifesprig,(20-28)% increased Spell Damage,20,28
Lifesprig,Regenerate (6-8) Life over 1 second when you Cast a Spell,6,8
Light of Lunaris,(10-15)% increased Spell Damage,10,15
Light of Lunaris,Adds (35-39) to (54-60) Cold Damage to Spells,45,50
Light of Lunaris,(475-600)% increased Energy Shield,475,600
Light of Lunaris,+1% to Critical Strike Multiplier per 1% Chance to Block Attack Damage,1,1
Light of Lunaris,+25% to Critical Strike Multiplier if you've dealt a Non-Critical Strike Recently,25,25
Light of Lunaris,(60-80)% increased Spell Critical Strike Chance,60,80
Light of Lunaris,+(6-10)% Chance to Block,6,10
Lightbane Raiment,100% chance to create Desecrated Ground when you Block&lt;br&gt;Desecrated Ground deals 250 Chaos Damage per second (Hidden)&lt;br&gt;Desecrated Ground has a radius of 16 (Hidden),5779,5779
Lightbane Raiment,25% reduced Light Radius,-25,-25
Lightbane Raiment,Reflects 30 Chaos Damage to Melee Attackers,30,30
Lightbane Raiment,30% of Physical Damage Converted to Chaos Damage,30,30
Lightbane Raiment,(120-140)% increased Armour and Energy Shield,120,140
Lightning Coil,Adds 1 to (20-30) Lightning Damage to Attacks,11,16
Lightning Coil,+(60-80) to maximum Life,60,80
Lightning Coil,50% of Physical Damage from Hits taken as Lightning Damage,50,50
Lightning Coil,-60% to Lightning Resistance,-60,-60
Lightning Coil,(90-120)% increased Armour and Evasion,90,120
Lightpoacher,+(10-15)% to all Elemental Resistances,10,15
Lightpoacher,Has 1 Abyssal Socket,1,1
Lightpoacher,Gain 5% of Physical Damage as Extra Damage of each Element per Spirit Charge,5,5
Lightpoacher,+1 to Maximum Spirit Charges per Abyss Jewel affecting you,1,1
Lightpoacher,Trigger Level 20 Spirit Burst when you Use a Skill while you have a Spirit Charge,20,20
Lightpoacher,Gain a Spirit Charge on Kill,100,100
Lightpoacher,Has 2 Abyssal Sockets,2,2
Limbsplit,Adds 5 to 10 Physical Damage,8,8
Limbsplit,+(15-30) to Strength,15,30
Limbsplit,Culling Strike,1,1
Limbsplit,Trigger Level 1 Gore Shockwave on Melee Hit if you have at least 150 Strength,1,1
Limbsplit,(80-100)% increased Physical Damage,80,100
Limbsplit,+1 to Level of Socketed Strength Gems,1,1
Lion's Roar,(7-10)% more Melee Physical Damage during effect,7,10
Lion's Roar,Adds Knockback to Melee Attacks during Effect,1,1
Lion's Roar,Knocks Back Enemies in an Area when you use a Flask,1,1
Lion's Roar,75% chance to cause Enemies to Flee on use,75,75
Lioneye's Fall,Melee and Melee Weapon Type modifiers in Radius are Transformed to Bow Modifiers,601,601
Lioneye's Glare,Adds (7-14) to (24-34) Physical Damage,16,24
Lioneye's Glare,(20-24)% increased Global Physical Damage,20,24
Lioneye's Glare,Hits can't be Evaded,1,1
Lioneye's Glare,Attacks you use yourself Repeat an additional time,1,1
Lioneye's Glare,Far Shot,1,1
Lioneye's Glare,(180-200)% increased Physical Damage,180,200
Lioneye's Glare,Attacks you use yourself have 50% more Attack Speed,50,50
Lioneye's Glare,+(80-100) to maximum Mana,80,100
Lioneye's Paws,Trigger Level 5 Rain of Arrows when you Attack with a Bow,5,5
Lioneye's Paws,Adds 12 to 24 Fire Damage to Attacks,18,18
Lioneye's Paws,+(40-60) to Strength,40,60
Lioneye's Paws,+(40-60) to Dexterity,40,60
Lioneye's Paws,20% increased Movement Speed,20,20
Lioneye's Paws,40% reduced Movement Speed when on Low Life,-40,-40
Lioneye's Remorse,(180-220)% increased Armour&lt;br&gt;20% increased Stun and Block Recovery,100,120
Lioneye's Remorse,-25 Physical Damage taken from Projectile Attacks,-25,-25
Lioneye's Remorse,+(20-30) to maximum Life,20,30
Lioneye's Remorse,+(160-180) to maximum Life,160,180
Lioneye's Remorse,5% reduced Movement Speed,-5,-5
Lioneye's Remorse,+5% Chance to Block,5,5
Lioneye's Vision,+160 Dexterity Requirement,160,160
Lioneye's Vision,(200-250)% increased Armour,200,250
Lioneye's Vision,Enemy Projectiles Pierce you,1,1
Lioneye's Vision,+(60-100) to maximum Life,60,100
Lioneye's Vision,Socketed Gems are Supported by Level 15 Pierce,15,15
Lioneye's Vision,0.4% of Physical Attack Damage Leeched as Mana,40,40
Lochtonial Caress,Conduit,1,1
Lochtonial Caress,(10-15)% increased Attack Speed,10,15
Lochtonial Caress,(15-10)% reduced maximum Mana,-15,-10
Lochtonial Caress,(10-15)% increased Cast Speed,10,15
Lochtonial Caress,"(10-15)% chance to gain a Power, Frenzy or Endurance Charge on Kill",10,15
Lord of Steel,Call of Steel causes (20-25)% increased Reflected Damage,20,25
Lord of Steel,Call of Steel deals Reflected Damage with (40-50)% increased Area of Effect,40,50
Lord of Steel,10% chance to Impale Enemies on Hit with Attacks,10,10
Lord of Steel,5% increased Impale Effect,5,5
Lord of Steel,Call of Steel has (80-100)% increased Use Speed,80,100
Lord of Steel,Impale Damage dealt to Enemies Impaled by you Overwhelms 10% Physical Damage Reduction,10,10
Loreweave,+(8-24) to all Attributes,8,24
Loreweave,Adds (4-10) to (14-36) Physical Damage to Attacks,9,23
Loreweave,(20-60)% increased Global Critical Strike Chance,20,60
Loreweave,+(15-50) to maximum Energy Shield,15,50
Loreweave,+(20-50) to maximum Mana,20,50
Loreweave,(6-30)% increased Rarity of Items found,6,30
Loreweave,+(20-60) to maximum Life,20,60
Loreweave,Your Maximum Resistances are (76-78)%,76,78
Loreweave,Has 6 Sockets,6,6
Loreweave,(15-50)% increased Elemental Damage,15,50
Lori's Lantern,+(8-10)% to all Elemental Resistances,8,10
Lori's Lantern,+10% to all Elemental Resistances,10,10
Lori's Lantern,31% increased Light Radius,31,31
Lori's Lantern,Damage of Enemies Hitting you is Unlucky while you are on Low Life,-1,-1
Lori's Lantern,+(20-25)% to Chaos Resistance when on Low Life,20,25
Lori's Lantern,(6-8)% increased Movement Speed when on Low Life,6,8
Lost Unity,+(10-20)% to all Elemental Resistances,10,20
Lost Unity,Grants Level 30 Herald of the Hive Skill,30,30
Lost Unity,+(23-37)% to Chaos Resistance,23,37
Lost Unity,(5-7)% increased Global Defences,5,7
Loved by the Sun,Your Maps have no chance to contain Abysses&lt;br&gt;Scarabs found in your Maps cannot be Abyss Scarabs&lt;br&gt;Your Maps have +5% chance to contain other Extra Content that can&lt;br&gt;be turned off through Atlas Passives,2,2
Loved by the Sun,2% increased Maps found in your Maps,2,2
Lucid Dreams,Vaal Side Areas in your Maps are no longer Corrupted,1,1
Lucid Dreams,2% increased Maps found in your Maps,2,2
Lycosidae,Adds 250 to 300 Cold Damage to Retaliation Skills,275,275
Lycosidae,+(120-160) to Armour,120,160
Lycosidae,+(10-20) to maximum Life,10,20
Lycosidae,+(30-40) to maximum Life,30,40
Lycosidae,Your hits can't be Evaded,1,1
Lycosidae,+(3-5)% Chance to Block,3,5
Maata's Teaching,+(1-2) to Level of all Minion Skill Gems,1,2
Maata's Teaching,26% increased Elemental Damage,26,26
Maata's Teaching,(15-30)% increased Critical Strike Chance,15,30
Maata's Teaching,Minions' Base Attack Critical Strike Chance is equal to the Critical&lt;br&gt;Strike Chance of your Main Hand Weapon,1,1
Maata's Teaching,+(30-40) to Intelligence,30,40
Machina Mitts,(200-250)% increased Evasion and Energy Shield,200,250
Machina Mitts,Lose a Power Charge each second if you have not Detonated Mines Recently,1,1
Machina Mitts,1% of Damage dealt by your Mines is Leeched to you as Life,100,100
Machina Mitts,(30-20)% reduced Recovery rate of Life and Energy Shield,-30,-20
Machina Mitts,5% increased Recovery rate of Life and Energy Shield per Power Charge,5,5
Maelström of Chaos,(40-60)% increased Quantity of Items found in this Area&lt;br&gt;Monsters deal 50% extra Physical Damage as Lightning,45,55
Maelström of Chaos,(200-400)% increased Rarity of Items found in this Area,200,400
Maelström of Chaos,Monsters' Melee Attacks apply random Hexes on Hit,1,1
Maelström of Chaos,Area has patches of Chilled Ground&lt;br&gt;20 patches with Ground Effect per 100 tiles (Hidden)&lt;br&gt;Ground Effect has a radius of 14 (Hidden),15,15
Maelström of Chaos,Monsters Reflect Hexes,1,1
Maelström of Chaos,Monsters are Immune to randomly chosen Elemental Ailments or Stun,1,1
Mageblood,+(25-35) to Strength,25,35
Mageblood,+(15-25)% to Cold Resistance,15,25
Mageblood,Magic Utility Flasks cannot be Used,1,1
Mageblood,Leftmost (2-4) Magic Utility Flasks constantly apply their Flask Effects to you,2,4
Mageblood,+(30-50) to Dexterity,30,50
Mageblood,Magic Utility Flask Effects cannot be removed,1,1
Mageblood,+(15-25)% to Fire Resistance,15,25
Magna Eclipsis,+2 to Level of Socketed Gems,2,2
Magna Eclipsis,+(80-100) to Evasion Rating and Energy Shield,80,100
Magna Eclipsis,+(20-30) to maximum Life,20,30
Magna Eclipsis,+(60-80) to maximum Life,60,80
Magna Eclipsis,Triggers Level 20 Elemental Aegis when Equipped,20,20
Magna Eclipsis,(180-220)% increased Armour,180,220
Mahuxotl's Machination,Eternal Youth,1,1
Mahuxotl's Machination,Vaal Pact,1,1
Mahuxotl's Machination,Corrupted Soul,1,1
Mahuxotl's Machination,Immortal Ambition,1,1
Mahuxotl's Machination,Everlasting Sacrifice,1,1
Mahuxotl's Machination,Divine Flesh,1,1
Malachai's Artifice,-20% to all Elemental Resistances,-20,-20
Malachai's Artifice,+(75-100)% to Fire Resistance when Socketed with a Red Gem,75,100
Malachai's Artifice,Socketed Gems have Elemental Equilibrium,1,1
Malachai's Artifice,All Sockets are White,1,1
