league,market_id,volume_traded,lowest_stock,highest_stock,lowest_ratio,highest_ratio
Mirage,scorched-fossil|chaos,"{'scorched-fossil': 776, 'chaos': 8904}","{'scorched-fossil': 365, 'chaos': 18048}","{'scorched-fossil': 478, 'chaos': 22074}","{'scorched-fossil': 1, 'chaos': 14}","{'scorched-fossil': 1, 'chaos': 10}"
Mirage,scorched-fossil|divine,"{'scorched-fossil': 186, 'divine': 7}","{'scorched-fossil': 335, 'divine': 20}","{'scorched-fossil': 357, 'divine': 30}","{'scorched-fossil': 26, 'divine': 1}","{'scorched-fossil': 27, 'divine': 1}"
Mirage,shrieking-essence-of-sorrow|chaos,"{'shrieking-essence-of-sorrow': 359, 'chaos': 65}","{'shrieking-essence-of-sorrow': 0, 'chaos': 128}","{'shrieking-essence-of-sorrow': 0, 'chaos': 337}","{'shrieking-essence-of-sorrow': 5, 'chaos': 1}","{'shrieking-essence-of-sorrow': 9, 'chaos': 1}"
Mirage,shrieking-essence-of-sorrow|divine,"{'shrieking-essence-of-sorrow': 53, 'divine': 1}","{'shrieking-essence-of-sorrow': 995, 'divine': 0}","{'shrieking-essence-of-sorrow': 995, 'divine': 0}","{'shrieking-essence-of-sorrow': 53, 'divine': 1}","{'shrieking-essence-of-sorrow': 53, 'divine': 1}"
Mirage,tainted-divine-orb|chaos,"{'tainted-divine-orb': 731, 'chaos': 501508}","{'tainted-divine-orb': 0, 'chaos': 1007641}","{'tainted-divine-orb': 373, 'chaos': 1147705}","{'tainted-divine-orb': 1, 'chaos': 1000}","{'tainted-divine-orb': 1, 'chaos': 618}"
Mirage,tainted-divine-orb|divine,"{'tainted-divine-orb': 1717, 'divine': 3724}","{'tainted-divine-orb': 2510, 'divine': 11647}","{'tainted-divine-orb': 3210, 'divine': 12643}","{'tainted-divine-orb': 1, 'divine': 3}","{'tainted-divine-orb': 1, 'divine': 2}"
Mirage,essence-scarab-of-calcification|chaos,"{'essence-scarab-of-calcification': 1607, 'chaos': 23535}","{'essence-scarab-of-calcification': 647, 'chaos': 16371}","{'essence-scarab-of-calcification': 1308, 'chaos': 20905}","{'essence-scarab-of-calcification': 1, 'chaos': 16}","{'essence-scarab-of-calcification': 1, 'chaos': 12}"
Mirage,essence-scarab-of-calcification|divine,"{'essence-scarab-of-calcification': 64, 'divine': 3}","{'essence-scarab-of-calcification': 552, 'divine': 12}","{'essence-scarab-of-calcification': 574, 'divine': 13}","{'essence-scarab-of-calcification': 21, 'divine': 1}","{'essence-scarab-of-calcification': 22, 'divine': 1}"
Mirage,the-wolfs-legacy|chaos,"{'the-wolfs-legacy': 0, 'chaos': 0}","{'the-wolfs-legacy': 36, 'chaos': 0}","{'the-wolfs-legacy': 81, 'chaos': 0}","{'the-wolfs-legacy': 0, 'chaos': 0}","{'the-wolfs-legacy': 0, 'chaos': 0}"
Mirage,corroded-fossil|chaos,"{'corroded-fossil': 295, 'chaos': 4754}","{'corroded-fossil': 774, 'chaos': 1882}","{'corroded-fossil': 926, 'chaos': 2999}","{'corroded-fossil': 1, 'chaos': 25}","{'corroded-fossil': 1, 'chaos': 6}"
Mirage,corroded-fossil|divine,"{'corroded-fossil': 92, 'divine': 7}","{'corroded-fossil': 34, 'divine': 86}","{'corroded-fossil': 481, 'divine': 89}","{'corroded-fossil': 8, 'divine': 1}","{'corroded-fossil': 20, 'divine': 1}"
Mirage,reality-fragment|chaos,"{'reality-fragment': 1454, 'chaos': 309944}","{'reality-fragment': 1313, 'chaos': 299114}","{'reality-fragment': 1531, 'chaos': 365733}","{'reality-fragment': 1, 'chaos': 220}","{'reality-fragment': 1, 'chaos': 210}"
Mirage,reality-fragment|divine,"{'reality-fragment': 5305, 'divine': 3627}","{'reality-fragment': 7715, 'divine': 1775}","{'reality-fragment': 10521, 'divine': 2908}","{'reality-fragment': 1, 'divine': 1}","{'reality-fragment': 2, 'divine': 1}"
Mirage,whispering-essence-of-contempt|chaos,"{'whispering-essence-of-contempt': 0, 'chaos': 0}","{'whispering-essence-of-contempt': 9, 'chaos': 0}","{'whispering-essence-of-contempt': 9, 'chaos': 0}","{'whispering-essence-of-contempt': 0, 'chaos': 0}","{'whispering-essence-of-contempt': 0, 'chaos': 0}"
Mirage,verdant-oil|chaos,"{'verdant-oil': 500, 'chaos': 84}","{'verdant-oil': 6171, 'chaos': 7}","{'verdant-oil': 6656, 'chaos': 7}","{'verdant-oil': 1, 'chaos': 1}","{'verdant-oil': 15, 'chaos': 2}"
Mirage,legion-scarab|chaos,"{'legion-scarab': 2366, 'chaos': 893}","{'legion-scarab': 3127, 'chaos': 144}","{'legion-scarab': 6342, 'chaos': 350}","{'legion-scarab': 1, 'chaos': 1}","{'legion-scarab': 4, 'chaos': 1}"
Mirage,legion-scarab|divine,"{'legion-scarab': 0, 'divine': 0}","{'legion-scarab': 268, 'divine': 1}","{'legion-scarab': 268, 'divine': 1}","{'legion-scarab': 0, 'divine': 0}","{'legion-scarab': 0, 'divine': 0}"
Mirage,screaming-essence-of-anguish|chaos,"{'screaming-essence-of-anguish': 406, 'chaos': 26}","{'screaming-essence-of-anguish': 1939, 'chaos': 25}","{'screaming-essence-of-anguish': 2012, 'chaos': 42}","{'screaming-essence-of-anguish': 1, 'chaos': 1}","{'screaming-essence-of-anguish': 20, 'chaos': 1}"
Mirage,the-everlasting|chaos,"{'the-everlasting': 4, 'chaos': 435}","{'the-everlasting': 3, 'chaos': 5054}","{'the-everlasting': 8, 'chaos': 19085}","{'the-everlasting': 1, 'chaos': 110}","{'the-everlasting': 1, 'chaos': 105}"
Mirage,the-everlasting|divine,"{'the-everlasting': 0, 'divine': 0}","{'the-everlasting': 1, 'divine': 4}","{'the-everlasting': 1, 'divine': 4}","{'the-everlasting': 0, 'divine': 0}","{'the-everlasting': 0, 'divine': 0}"
Mirage,light-and-truth|chaos,"{'light-and-truth': 0, 'chaos': 0}","{'light-and-truth': 613, 'chaos': 0}","{'light-and-truth': 613, 'chaos': 0}","{'light-and-truth': 0, 'chaos': 0}","{'light-and-truth': 0, 'chaos': 0}"
Mirage,weeping-essence-of-wrath|chaos,"{'weeping-essence-of-wrath': 8, 'chaos': 47}","{'weeping-essence-of-wrath': 31, 'chaos': 204}","{'weeping-essence-of-wrath': 308, 'chaos': 204}","{'weeping-essence-of-wrath': 1, 'chaos': 8}","{'weeping-essence-of-wrath': 1, 'chaos': 3}"
Mirage,endless-night|chaos,"{'endless-night': 0, 'chaos': 0}","{'endless-night': 6, 'chaos': 0}","{'endless-night': 16, 'chaos': 0}","{'endless-night': 0, 'chaos': 0}","{'endless-night': 0, 'chaos': 0}"
Mirage,vanity|chaos,"{'vanity': 18, 'chaos': 15}","{'vanity': 2220, 'chaos': 0}","{'vanity': 2220, 'chaos': 0}","{'vanity': 6, 'chaos': 5}","{'vanity': 6, 'chaos': 5}"
Mirage,vanity|divine,"{'vanity': 0, 'divine': 0}","{'vanity': 1, 'divine': 0}","{'vanity': 1, 'divine': 0}","{'vanity': 0, 'divine': 0}","{'vanity': 0, 'divine': 0}"
Mirage,hollow-fossil|chaos,"{'hollow-fossil': 203, 'chaos': 46190}","{'hollow-fossil': 258, 'chaos': 35433}","{'hollow-fossil': 346, 'chaos': 58891}","{'hollow-fossil': 1, 'chaos': 256}","{'hollow-fossil': 1, 'chaos': 179}"
Mirage,hollow-fossil|divine,"{'hollow-fossil': 77, 'divine': 62}","{'hollow-fossil': 3334, 'divine': 12}","{'hollow-fossil': 3489, 'divine': 132}","{'hollow-fossil': 1, 'divine': 1}","{'hollow-fossil': 3, 'divine': 2}"
Mirage,foulborn-exalted-orb|chaos,"{'foulborn-exalted-orb': 73, 'chaos': 92403}","{'foulborn-exalted-orb': 51, 'chaos': 72825}","{'foulborn-exalted-orb': 76, 'chaos': 90436}","{'foulborn-exalted-orb': 1, 'chaos': 1398}","{'foulborn-exalted-orb': 1, 'chaos': 1184}"
Mirage,foulborn-exalted-orb|divine,"{'foulborn-exalted-orb': 123, 'divine': 514}","{'foulborn-exalted-orb': 554, 'divine': 1875}","{'foulborn-exalted-orb': 718, 'divine': 2047}","{'foulborn-exalted-orb': 1, 'divine': 5}","{'foulborn-exalted-orb': 1, 'divine': 4}"
Mirage,screaming-essence-of-sorrow|chaos,"{'screaming-essence-of-sorrow': 125, 'chaos': 120}","{'screaming-essence-of-sorrow': 820, 'chaos': 0}","{'screaming-essence-of-sorrow': 1053, 'chaos': 0}","{'screaming-essence-of-sorrow': 25, 'chaos': 24}","{'screaming-essence-of-sorrow': 25, 'chaos': 24}"
Mirage,lucky-connections|chaos,"{'lucky-connections': 0, 'chaos': 0}","{'lucky-connections': 1180, 'chaos': 0}","{'lucky-connections': 1181, 'chaos': 10}","{'lucky-connections': 0, 'chaos': 0}","{'lucky-connections': 0, 'chaos': 0}"
Mirage,rebirth|chaos,"{'rebirth': 1, 'chaos': 63}","{'rebirth': 0, 'chaos': 4582}","{'rebirth': 0, 'chaos': 5140}","{'rebirth': 1, 'chaos': 63}","{'rebirth': 1, 'chaos': 63}"
Mirage,rebirth|divine,"{'rebirth': 0, 'divine': 0}","{'rebirth': 1, 'divine': 0}","{'rebirth': 1, 'divine': 0}","{'rebirth': 0, 'divine': 0}","{'rebirth': 0, 'divine': 0}"
Mirage,the-fishmonger|chaos,"{'the-fishmonger': 8, 'chaos': 156}","{'the-fishmonger': 15, 'chaos': 8218}","{'the-fishmonger': 47, 'chaos': 9318}","{'the-fishmonger': 1, 'chaos': 38}","{'the-fishmonger': 1, 'chaos': 11}"
Mirage,the-porcupine|chaos,"{'the-porcupine': 159, 'chaos': 615}","{'the-porcupine': 7551, 'chaos': 11}","{'the-porcupine': 7697, 'chaos': 18}","{'the-porcupine': 1, 'chaos': 4}","{'the-porcupine': 1, 'chaos': 1}"
Mirage,the-encroaching-darkness|chaos,"{'the-encroaching-darkness': 8, 'chaos': 8}","{'the-encroaching-darkness': 0, 'chaos': 41}","{'the-encroaching-darkness': 0, 'chaos': 48}","{'the-encroaching-darkness': 1, 'chaos': 1}","{'the-encroaching-darkness': 1, 'chaos': 1}"
Mirage,tainted-chromatic-orb|chaos,"{'tainted-chromatic-orb': 6941, 'chaos': 14592}","{'tainted-chromatic-orb': 18830, 'chaos': 34111}","{'tainted-chromatic-orb': 20426, 'chaos': 38451}","{'tainted-chromatic-orb': 1, 'chaos': 3}","{'tainted-chromatic-orb': 1, 'chaos': 1}"
Mirage,tainted-chromatic-orb|divine,"{'tainted-chromatic-orb': 837, 'divine': 9}","{'tainted-chromatic-orb': 8394, 'divine': 0}","{'tainted-chromatic-orb': 8951, 'divine': 1}","{'tainted-chromatic-orb': 86, 'divine': 1}","{'tainted-chromatic-orb': 101, 'divine': 1}"
Mirage,bowyers-dream|chaos,"{'bowyers-dream': 11, 'chaos': 91}","{'bowyers-dream': 1801, 'chaos': 0}","{'bowyers-dream': 1826, 'chaos': 40}","{'bowyers-dream': 1, 'chaos': 10}","{'bowyers-dream': 2, 'chaos': 1}"
Mirage,the-twilight-moon|chaos,"{'the-twilight-moon': 0, 'chaos': 0}","{'the-twilight-moon': 18, 'chaos': 0}","{'the-twilight-moon': 18, 'chaos': 0}","{'the-twilight-moon': 0, 'chaos': 0}","{'the-twilight-moon': 0, 'chaos': 0}"
Mirage,broken-promises|chaos,"{'broken-promises': 63, 'chaos': 13627}","{'broken-promises': 130, 'chaos': 8770}","{'broken-promises': 144, 'chaos': 34310}","{'broken-promises': 1, 'chaos': 250}","{'broken-promises': 1, 'chaos': 202}"
Mirage,broken-promises|divine,"{'broken-promises': 0, 'divine': 0}","{'broken-promises': 718, 'divine': 152}","{'broken-promises': 719, 'divine': 152}","{'broken-promises': 0, 'divine': 0}","{'broken-promises': 0, 'divine': 0}"
Mirage,lachrymal-necrosis|chaos,"{'lachrymal-necrosis': 543, 'chaos': 8959}","{'lachrymal-necrosis': 346, 'chaos': 24974}","{'lachrymal-necrosis': 463, 'chaos': 33474}","{'lachrymal-necrosis': 1, 'chaos': 19}","{'lachrymal-necrosis': 1, 'chaos': 15}"
Mirage,the-minds-eyes|chaos,"{'the-minds-eyes': 210, 'chaos': 420}","{'the-minds-eyes': 1867, 'chaos': 134}","{'the-minds-eyes': 2007, 'chaos': 239}","{'the-minds-eyes': 1, 'chaos': 2}","{'the-minds-eyes': 1, 'chaos': 2}"
Mirage,tattoo-of-the-tukohama-warcaller|chaos,"{'tattoo-of-the-tukohama-warcaller': 82, 'chaos': 1802}","{'tattoo-of-the-tukohama-warcaller': 1239, 'chaos': 702}","{'tattoo-of-the-tukohama-warcaller': 1292, 'chaos': 739}","{'tattoo-of-the-tukohama-warcaller': 1, 'chaos': 33}","{'tattoo-of-the-tukohama-warcaller': 1, 'chaos': 1}"
Mirage,struck-by-lightning|chaos,"{'struck-by-lightning': 0, 'chaos': 0}","{'struck-by-lightning': 31, 'chaos': 0}","{'struck-by-lightning': 58, 'chaos': 0}","{'struck-by-lightning': 0, 'chaos': 0}","{'struck-by-lightning': 0, 'chaos': 0}"
Mirage,veritanias-crest|chaos,"{'veritanias-crest': 313, 'chaos': 3263}","{'veritanias-crest': 1635, 'chaos': 14658}","{'veritanias-crest': 1832, 'chaos': 14909}","{'veritanias-crest': 1, 'chaos': 12}","{'veritanias-crest': 1, 'chaos': 6}"
Mirage,veritanias-crest|divine,"{'veritanias-crest': 66, 'divine': 2}","{'veritanias-crest': 408, 'divine': 2}","{'veritanias-crest': 474, 'divine': 2}","{'veritanias-crest': 17, 'divine': 1}","{'veritanias-crest': 49, 'divine': 1}"
Mirage,wailing-essence-of-hatred|chaos,"{'wailing-essence-of-hatred': 10, 'chaos': 50}","{'wailing-essence-of-hatred': 2088, 'chaos': 0}","{'wailing-essence-of-hatred': 2088, 'chaos': 0}","{'wailing-essence-of-hatred': 1, 'chaos': 5}","{'wailing-essence-of-hatred': 1, 'chaos': 5}"
Mirage,the-nurse|chaos,"{'the-nurse': 58, 'chaos': 1630}","{'the-nurse': 27, 'chaos': 13630}","{'the-nurse': 57, 'chaos': 17676}","{'the-nurse': 1, 'chaos': 80}","{'the-nurse': 1, 'chaos': 23}"
Mirage,the-garish-power|chaos,"{'the-garish-power': 138, 'chaos': 1050}","{'the-garish-power': 600, 'chaos': 315}","{'the-garish-power': 630, 'chaos': 1259}","{'the-garish-power': 1, 'chaos': 11}","{'the-garish-power': 1, 'chaos': 5}"
Mirage,the-damned|chaos,"{'the-damned': 0, 'chaos': 0}","{'the-damned': 33, 'chaos': 1633}","{'the-damned': 38, 'chaos': 1633}","{'the-damned': 0, 'chaos': 0}","{'the-damned': 0, 'chaos': 0}"
Mirage,incursion-scarab-of-invasion|chaos,"{'incursion-scarab-of-invasion': 1824, 'chaos': 651}","{'incursion-scarab-of-invasion': 1024, 'chaos': 3452}","{'incursion-scarab-of-invasion': 1714, 'chaos': 3710}","{'incursion-scarab-of-invasion': 15, 'chaos': 8}","{'incursion-scarab-of-invasion': 9, 'chaos': 1}"
Mirage,whetstone|chaos,"{'whetstone': 15371, 'chaos': 129}","{'whetstone': 47368, 'chaos': 370}","{'whetstone': 51554, 'chaos': 399}","{'whetstone': 50, 'chaos': 1}","{'whetstone': 300, 'chaos': 1}"
Mirage,faceted-fossil|chaos,"{'faceted-fossil': 62, 'chaos': 35295}","{'faceted-fossil': 99, 'chaos': 22570}","{'faceted-fossil': 118, 'chaos': 36720}","{'faceted-fossil': 3, 'chaos': 1850}","{'faceted-fossil': 1, 'chaos': 472}"
Mirage,faceted-fossil|divine,"{'faceted-fossil': 211, 'divine': 451}","{'faceted-fossil': 833, 'divine': 1394}","{'faceted-fossil': 902, 'divine': 1576}","{'faceted-fossil': 3, 'divine': 7}","{'faceted-fossil': 1, 'divine': 2}"
Mirage,tattoo-of-the-ngamahu-firewalker|chaos,"{'tattoo-of-the-ngamahu-firewalker': 322, 'chaos': 110871}","{'tattoo-of-the-ngamahu-firewalker': 530, 'chaos': 72352}","{'tattoo-of-the-ngamahu-firewalker': 597, 'chaos': 126947}","{'tattoo-of-the-ngamahu-firewalker': 1, 'chaos': 370}","{'tattoo-of-the-ngamahu-firewalker': 1, 'chaos': 311}"
Mirage,tattoo-of-the-ngamahu-firewalker|divine,"{'tattoo-of-the-ngamahu-firewalker': 261, 'divine': 283}","{'tattoo-of-the-ngamahu-firewalker': 2954, 'divine': 415}","{'tattoo-of-the-ngamahu-firewalker': 3144, 'divine': 1131}","{'tattoo-of-the-ngamahu-firewalker': 1, 'divine': 2}","{'tattoo-of-the-ngamahu-firewalker': 1, 'divine': 1}"
Mirage,offer-gift|chaos,"{'offer-gift': 20, 'chaos': 28277}","{'offer-gift': 16, 'chaos': 117135}","{'offer-gift': 23, 'chaos': 125047}","{'offer-gift': 1, 'chaos': 1500}","{'offer-gift': 1, 'chaos': 1305}"
Mirage,offer-gift|divine,"{'offer-gift': 19, 'divine': 83}","{'offer-gift': 230, 'divine': 249}","{'offer-gift': 242, 'divine': 277}","{'offer-gift': 1, 'divine': 5}","{'offer-gift': 1, 'divine': 4}"
Mirage,scarab-of-the-dextral|chaos,"{'scarab-of-the-dextral': 3958, 'chaos': 2585}","{'scarab-of-the-dextral': 12333, 'chaos': 909}","{'scarab-of-the-dextral': 17186, 'chaos': 1133}","{'scarab-of-the-dextral': 1, 'chaos': 1}","{'scarab-of-the-dextral': 3, 'chaos': 1}"
Mirage,scarab-of-the-dextral|divine,"{'scarab-of-the-dextral': 220, 'divine': 1}","{'scarab-of-the-dextral': 3031, 'divine': 0}","{'scarab-of-the-dextral': 4571, 'divine': 0}","{'scarab-of-the-dextral': 220, 'divine': 1}","{'scarab-of-the-dextral': 220, 'divine': 1}"
Mirage,tainted-chaos-orb|chaos,"{'tainted-chaos-orb': 142, 'chaos': 510}","{'tainted-chaos-orb': 182, 'chaos': 10542}","{'tainted-chaos-orb': 230, 'chaos': 10804}","{'tainted-chaos-orb': 1, 'chaos': 6}","{'tainted-chaos-orb': 1, 'chaos': 2}"
Mirage,tainted-chaos-orb|divine,"{'tainted-chaos-orb': 0, 'divine': 0}","{'tainted-chaos-orb': 230, 'divine': 0}","{'tainted-chaos-orb': 230, 'divine': 0}","{'tainted-chaos-orb': 0, 'divine': 0}","{'tainted-chaos-orb': 0, 'divine': 0}"
Mirage,winters-embrace|chaos,"{'winters-embrace': 2, 'chaos': 200}","{'winters-embrace': 0, 'chaos': 640}","{'winters-embrace': 0, 'chaos': 1640}","{'winters-embrace': 1, 'chaos': 100}","{'winters-embrace': 1, 'chaos': 100}"
Mirage,voidborn-reliquary-key|chaos,"{'voidborn-reliquary-key': 313, 'chaos': 157179}","{'voidborn-reliquary-key': 132, 'chaos': 1625}","{'voidborn-reliquary-key': 173, 'chaos': 35093}","{'voidborn-reliquary-key': 1, 'chaos': 514}","{'voidborn-reliquary-key': 1, 'chaos': 200}"
Mirage,voidborn-reliquary-key|divine,"{'voidborn-reliquary-key': 664, 'divine': 1144}","{'voidborn-reliquary-key': 2817, 'divine': 6498}","{'voidborn-reliquary-key': 3280, 'divine': 6695}","{'voidborn-reliquary-key': 1, 'divine': 2}","{'voidborn-reliquary-key': 1, 'divine': 1}"
Mirage,echoes-of-love|chaos,"{'echoes-of-love': 32, 'chaos': 160}","{'echoes-of-love': 2571, 'chaos': 0}","{'echoes-of-love': 2594, 'chaos': 0}","{'echoes-of-love': 1, 'chaos': 5}","{'echoes-of-love': 1, 'chaos': 5}"
Mirage,echo-of-reverence|chaos,"{'echo-of-reverence': 108, 'chaos': 39751}","{'echo-of-reverence': 167, 'chaos': 15865}","{'echo-of-reverence': 204, 'chaos': 23501}","{'echo-of-reverence': 1, 'chaos': 415}","{'echo-of-reverence': 1, 'chaos': 302}"
Mirage,echo-of-reverence|divine,"{'echo-of-reverence': 78, 'divine': 92}","{'echo-of-reverence': 772, 'divine': 220}","{'echo-of-reverence': 811, 'divine': 255}","{'echo-of-reverence': 1, 'divine': 2}","{'echo-of-reverence': 1, 'divine': 1}"
Mirage,mavens-chisel-of-divination|chaos,"{'mavens-chisel-of-divination': 963, 'chaos': 23883}","{'mavens-chisel-of-divination': 4676, 'chaos': 57772}","{'mavens-chisel-of-divination': 4995, 'chaos': 70236}","{'mavens-chisel-of-divination': 1, 'chaos': 37}","{'mavens-chisel-of-divination': 1, 'chaos': 20}"
Mirage,mavens-chisel-of-divination|divine,"{'mavens-chisel-of-divination': 259, 'divine': 19}","{'mavens-chisel-of-divination': 3334, 'divine': 30}","{'mavens-chisel-of-divination': 3421, 'divine': 35}","{'mavens-chisel-of-divination': 11, 'divine': 1}","{'mavens-chisel-of-divination': 18, 'divine': 1}"
Mirage,choking-guilt|divine,"{'choking-guilt': 9, 'divine': 90}","{'choking-guilt': 9, 'divine': 84}","{'choking-guilt': 12, 'divine': 129}","{'choking-guilt': 1, 'divine': 12}","{'choking-guilt': 1, 'divine': 9}"
Mirage,rain-of-chaos|chaos,"{'rain-of-chaos': 13776, 'chaos': 574}","{'rain-of-chaos': 470, 'chaos': 3958}","{'rain-of-chaos': 470, 'chaos': 4412}","{'rain-of-chaos': 24, 'chaos': 1}","{'rain-of-chaos': 24, 'chaos': 1}"
Mirage,betrayal-scarab-of-the-allflame|chaos,"{'betrayal-scarab-of-the-allflame': 2813, 'chaos': 696}","{'betrayal-scarab-of-the-allflame': 2501, 'chaos': 3}","{'betrayal-scarab-of-the-allflame': 3629, 'chaos': 178}","{'betrayal-scarab-of-the-allflame': 9, 'chaos': 4}","{'betrayal-scarab-of-the-allflame': 8, 'chaos': 1}"
Mirage,chaotic-astrolabe|chaos,"{'chaotic-astrolabe': 326, 'chaos': 36759}","{'chaotic-astrolabe': 12, 'chaos': 52154}","{'chaotic-astrolabe': 59, 'chaos': 56204}","{'chaotic-astrolabe': 1, 'chaos': 130}","{'chaotic-astrolabe': 1, 'chaos': 102}"
Mirage,chaotic-astrolabe|divine,"{'chaotic-astrolabe': 20, 'divine': 7}","{'chaotic-astrolabe': 209, 'divine': 346}","{'chaotic-astrolabe': 217, 'divine': 386}","{'chaotic-astrolabe': 5, 'divine': 2}","{'chaotic-astrolabe': 4, 'divine': 1}"
Mirage,tattoo-of-the-tawhoa-naturalist|chaos,"{'tattoo-of-the-tawhoa-naturalist': 6, 'chaos': 1}","{'tattoo-of-the-tawhoa-naturalist': 361, 'chaos': 0}","{'tattoo-of-the-tawhoa-naturalist': 373, 'chaos': 99}","{'tattoo-of-the-tawhoa-naturalist': 6, 'chaos': 1}","{'tattoo-of-the-tawhoa-naturalist': 6, 'chaos': 1}"
Mirage,deafening-essence-of-scorn|chaos,"{'deafening-essence-of-scorn': 1732, 'chaos': 52212}","{'deafening-essence-of-scorn': 3869, 'chaos': 28394}","{'deafening-essence-of-scorn': 4273, 'chaos': 41108}","{'deafening-essence-of-scorn': 1, 'chaos': 33}","{'deafening-essence-of-scorn': 1, 'chaos': 24}"
Mirage,deafening-essence-of-scorn|divine,"{'deafening-essence-of-scorn': 7008, 'divine': 688}","{'deafening-essence-of-scorn': 4092, 'divine': 107}","{'deafening-essence-of-scorn': 8392, 'divine': 161}","{'deafening-essence-of-scorn': 9, 'divine': 1}","{'deafening-essence-of-scorn': 13, 'divine': 1}"
Mirage,a-sea-of-blue|chaos,"{'a-sea-of-blue': 975, 'chaos': 25}","{'a-sea-of-blue': 0, 'chaos': 137}","{'a-sea-of-blue': 0, 'chaos': 152}","{'a-sea-of-blue': 30, 'chaos': 1}","{'a-sea-of-blue': 45, 'chaos': 1}"
Mirage,azure-oil|chaos,"{'azure-oil': 979, 'chaos': 184}","{'azure-oil': 5419, 'chaos': 206}","{'azure-oil': 5740, 'chaos': 262}","{'azure-oil': 1, 'chaos': 1}","{'azure-oil': 10, 'chaos': 1}"
Mirage,tattoo-of-the-tasalio-shaman|chaos,"{'tattoo-of-the-tasalio-shaman': 11, 'chaos': 2}","{'tattoo-of-the-tasalio-shaman': 400, 'chaos': 0}","{'tattoo-of-the-tasalio-shaman': 405, 'chaos': 0}","{'tattoo-of-the-tasalio-shaman': 5, 'chaos': 1}","{'tattoo-of-the-tasalio-shaman': 6, 'chaos': 1}"
Mirage,the-last-one-standing|chaos,"{'the-last-one-standing': 0, 'chaos': 0}","{'the-last-one-standing': 21, 'chaos': 1030}","{'the-last-one-standing': 48, 'chaos': 1030}","{'the-last-one-standing': 0, 'chaos': 0}","{'the-last-one-standing': 0, 'chaos': 0}"
Mirage,offer|chaos,"{'offer': 919, 'chaos': 1112}","{'offer': 3693, 'chaos': 7}","{'offer': 4431, 'chaos': 432}","{'offer': 1, 'chaos': 2}","{'offer': 7, 'chaos': 3}"
Mirage,the-polymath|chaos,"{'the-polymath': 5, 'chaos': 26}","{'the-polymath': 650, 'chaos': 795}","{'the-polymath': 1079, 'chaos': 821}","{'the-polymath': 4, 'chaos': 25}","{'the-polymath': 1, 'chaos': 1}"
